key,cat,val
sft3,pct_unique_tris,13.611615245009073
sft3,pct_unique_tris,94.05405405405406
sft3,pct_unique_tris,87.61467889908256
sft3,pct_unique_tris,84.46808510638299
sft3,pct_unique_tris,66.34146341463415
sft3,pct_unique_tris,69.0
sft3,pct_unique_tris,85.34704370179949
sft3,pct_unique_tris,89.81481481481481
sft3,pct_unique_tris,90.79754601226993
sft3,pct_unique_tris,97.54901960784314
sft3,pct_unique_tris,71.4859437751004
sft3,pct_unique_tris,80.86021505376344
sft3,pct_unique_tris,90.82177161152615
sft3,pct_unique_tris,91.68053244592346
sft3,pct_unique_tris,88.40579710144928
sft3,pct_unique_tris,84.45945945945947
sft3,pct_unique_tris,56.934306569343065
sft3,pct_unique_tris,92.07920792079209
sft3,pct_unique_tris,83.9506172839506
sft3,pct_unique_tris,91.46706586826348
